Scenario_ID,Site_Size,Soil_Type,SBC,Color,N_Value,GW_Depth,Col_Load,Settlement_mm,Seismic_Base_Shear_kN,Hydrostatic_kPa,Concrete_m3,Steel_kg,Excavation_m3,Total_Project_Cost_INR,Found_Type,Slab_Thickness_mm
7,460x798,Black Cotton,80,#2c3e50,8,3.842633049257523,1351,0.68,4480.0,60.4,3259.57,260765.25,4659.57,43026468.0,Raft Slab,1164.13057686842
7,460x798,Black Cotton,80,#2c3e50,8,5.198350376380512,811,0.68,4480.0,47.1,3259.57,260765.25,4659.57,43026468.0,Raft Slab,1164.13057686842
7,460x798,Anomaly Pocket,550,#c0392b,55,3.0845556285547464,1432,3.1,4480.0,67.84,1185.3,94823.73,2585.3,16060970.64,Isolated Pad,423.3202097703345
7,460x798,Black Cotton,80,#2c3e50,8,2.071123230701725,1102,0.68,4480.0,77.78,3259.57,260765.25,4659.57,43035438.0,Raft Slab,1164.13057686842
7,460x798,Anomaly Pocket,550,#c0392b,55,1.8070855331867062,1378,3.1,4480.0,80.37,1185.3,94823.73,2585.3,16069940.64,Isolated Pad,423.3202097703345
7,460x798,Black Cotton,80,#2c3e50,8,3.5971965941607253,902,0.68,4480.0,62.81,3259.57,260765.25,4659.57,43035438.0,Raft Slab,1164.13057686842
7,460x798,Black Cotton,80,#2c3e50,8,7.521392855927927,834,0.68,4480.0,24.32,3259.57,260765.25,4659.57,43035438.0,Raft Slab,1164.13057686842
8,664x498,Murum,250,#d35400,25,2.6130184029046766,999,0.52,2400.0,72.47,871.42,69713.7,1621.42,11630201.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,2.400286891290397,846,0.52,2400.0,74.55,871.42,69713.7,1621.42,11630201.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,2.9173138323071193,1494,0.52,2400.0,69.48,871.42,69713.7,1621.42,11630201.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,7.320565784989622,1207,0.52,2400.0,26.29,871.42,69713.7,1621.42,11630201.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,5.41056987666405,1156,0.52,2400.0,45.02,871.42,69713.7,1621.42,11630201.29,Standard Slab,580.9475019311126
8,664x498,Hard Rock,600,#7f8c8d,60,1.5971621962785492,1297,0.37,2400.0,82.43,464.76,37180.64,1214.76,6343579.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,7.174022002087981,1411,0.37,2400.0,27.72,464.76,37180.64,1214.76,6343579.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,3.1538949703186887,1535,0.37,2400.0,67.16,464.76,37180.64,1214.76,6343579.02,Isolated Pad,309.83866769659335
8,664x498,Murum,250,#d35400,25,3.8233750277020304,903,0.52,2400.0,60.59,871.42,69713.7,1621.42,11637791.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,2.7137360404272526,1439,0.52,2400.0,71.48,871.42,69713.7,1621.42,11637791.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,1.753494651269762,1221,0.52,2400.0,80.9,871.42,69713.7,1621.42,11637791.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,2.1104521894890556,1263,0.52,2400.0,77.4,871.42,69713.7,1621.42,11637791.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,7.980807692821057,1068,0.52,2400.0,19.81,871.42,69713.7,1621.42,11637791.29,Standard Slab,580.9475019311126
8,664x498,Hard Rock,600,#7f8c8d,60,7.4261476632649455,1131,0.37,2400.0,25.25,464.76,37180.64,1214.76,6351169.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,3.130661775833745,820,0.37,2400.0,67.39,464.76,37180.64,1214.76,6351169.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,5.953436553852906,1444,0.37,2400.0,39.7,464.76,37180.64,1214.76,6351169.02,Isolated Pad,309.83866769659335
8,664x498,Murum,250,#d35400,25,2.73204592401698,811,0.52,2400.0,71.3,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,2.1237483142168534,884,0.52,2400.0,77.27,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,7.497485320586458,1104,0.52,2400.0,24.55,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,5.314777871629552,1146,0.52,2400.0,45.96,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,3.565285640708773,968,0.52,2400.0,63.12,871.42,69713.7,1621.42,11645381.29,Standard Slab,580.9475019311126
8,664x498,Hard Rock,600,#7f8c8d,60,3.560561140830817,1376,0.37,2400.0,63.17,464.76,37180.64,1214.76,6358759.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,6.019305588689535,1499,0.37,2400.0,39.05,464.76,37180.64,1214.76,6358759.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,7.844939523957374,1275,0.37,2400.0,21.14,464.76,37180.64,1214.76,6358759.02,Isolated Pad,309.83866769659335
8,664x498,Murum,250,#d35400,25,6.192346432844982,1048,0.52,2400.0,37.35,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,7.000245530543724,851,0.52,2400.0,29.43,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,7.7899889609529165,1272,0.52,2400.0,21.68,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,5.032341898597689,1238,0.52,2400.0,48.73,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,6.910285927888745,1354,0.52,2400.0,30.31,871.42,69713.7,1621.42,11652971.29,Standard Slab,580.9475019311126
8,664x498,Hard Rock,600,#7f8c8d,60,2.0203297010398336,1131,0.37,2400.0,78.28,464.76,37180.64,1214.76,6366349.02,Isolated Pad,309.83866769659335
8,664x498,Anomaly Pocket,550,#c0392b,55,2.202292357383503,1221,2.27,2400.0,76.5,464.76,37180.64,1214.76,6366349.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,7.580128845743574,1183,0.37,2400.0,23.74,464.76,37180.64,1214.76,6366349.02,Isolated Pad,309.83866769659335
8,664x498,Murum,250,#d35400,25,7.293640019978264,1036,0.52,2400.0,26.55,871.42,69713.7,1621.42,11660561.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,2.1037954009917073,1281,0.52,2400.0,77.46,871.42,69713.7,1621.42,11660561.29,Standard Slab,580.9475019311126
8,664x498,Anomaly Pocket,75,#c0392b,7,1.6779396455621551,889,0.31,2400.0,81.64,1278.08,102246.76,2028.08,16947183.56,Raft Slab,852.0563361656317
8,664x498,Murum,250,#d35400,25,5.1256205841358025,1591,0.52,2400.0,47.82,871.42,69713.7,1621.42,11660561.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,3.0449796274790337,827,0.52,2400.0,68.23,871.42,69713.7,1621.42,11660561.29,Standard Slab,580.9475019311126
8,664x498,Hard Rock,600,#7f8c8d,60,2.4892197693318057,961,0.37,2400.0,73.68,464.76,37180.64,1214.76,6373939.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,2.6287250457526854,1048,0.37,2400.0,72.31,464.76,37180.64,1214.76,6373939.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,4.8013892345303075,1491,0.37,2400.0,51.0,464.76,37180.64,1214.76,6373939.02,Isolated Pad,309.83866769659335
8,664x498,Murum,250,#d35400,25,2.8450255830296105,1192,0.52,2400.0,70.19,871.42,69713.7,1621.42,11668151.29,Standard Slab,580.9475019311126
8,664x498,Anomaly Pocket,75,#c0392b,7,4.087980203554292,1469,0.31,2400.0,58.0,1278.08,102246.76,2028.08,16954773.56,Raft Slab,852.0563361656317
8,664x498,Anomaly Pocket,550,#c0392b,55,4.582569039909531,1012,2.27,2400.0,53.14,464.76,37180.64,1214.76,6381529.02,Isolated Pad,309.83866769659335
8,664x498,Murum,250,#d35400,25,7.519491463952212,868,0.52,2400.0,24.33,871.42,69713.7,1621.42,11668151.29,Standard Slab,580.9475019311126
8,664x498,Murum,250,#d35400,25,5.265414134446637,1354,0.52,2400.0,46.45,871.42,69713.7,1621.42,11668151.29,Standard Slab,580.9475019311126
8,664x498,Hard Rock,600,#7f8c8d,60,6.8768414463213565,1335,0.37,2400.0,30.64,464.76,37180.64,1214.76,6381529.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,4.245943705403774,1386,0.37,2400.0,56.45,464.76,37180.64,1214.76,6381529.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,6.344059256586431,1155,0.37,2400.0,35.86,464.76,37180.64,1214.76,6381529.02,Isolated Pad,309.83866769659335
8,664x498,Black Cotton,80,#2c3e50,8,7.470894452937967,1338,0.5,2400.0,24.81,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,2.11385146710215,880,0.5,2400.0,77.36,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,6.177696094252384,909,0.5,2400.0,37.5,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
8,664x498,Anomaly Pocket,75,#c0392b,7,6.480921497918668,1222,0.31,2400.0,34.52,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,7.490737705953988,1379,0.5,2400.0,24.62,1278.08,102246.76,2028.08,16962363.56,Raft Slab,852.0563361656317
8,664x498,Hard Rock,600,#7f8c8d,60,7.116843246780626,1192,0.37,2400.0,28.28,464.76,37180.64,1214.76,6389119.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,6.490140789492824,1386,0.37,2400.0,34.43,464.76,37180.64,1214.76,6389119.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,3.9968091816585263,1247,0.37,2400.0,58.89,464.76,37180.64,1214.76,6389119.02,Isolated Pad,309.83866769659335
8,664x498,Black Cotton,80,#2c3e50,8,2.9512613433246226,1563,0.5,2400.0,69.15,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
8,664x498,Anomaly Pocket,550,#c0392b,55,5.1059017777889935,931,2.27,2400.0,48.01,464.76,37180.64,1214.76,6396709.02,Isolated Pad,309.83866769659335
8,664x498,Black Cotton,80,#2c3e50,8,6.38773809412936,1393,0.5,2400.0,35.44,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,7.051035418849917,1042,0.5,2400.0,28.93,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,3.265260599428509,1120,0.5,2400.0,66.07,1278.08,102246.76,2028.08,16969953.56,Raft Slab,852.0563361656317
8,664x498,Hard Rock,600,#7f8c8d,60,2.306758797446168,1437,0.37,2400.0,75.47,464.76,37180.64,1214.76,6396709.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,6.703900093692822,1455,0.37,2400.0,32.33,464.76,37180.64,1214.76,6396709.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,5.606778581113842,1262,0.37,2400.0,43.1,464.76,37180.64,1214.76,6396709.02,Isolated Pad,309.83866769659335
8,664x498,Black Cotton,80,#2c3e50,8,6.933506783246694,1247,0.5,2400.0,30.08,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,3.1662140127674645,1372,0.5,2400.0,67.04,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,2.9914171873036772,1264,0.5,2400.0,68.75,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,6.250356524584439,926,0.5,2400.0,36.78,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
8,664x498,Black Cotton,80,#2c3e50,8,3.544188634317072,1411,0.5,2400.0,63.33,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
8,664x498,Anomaly Pocket,75,#c0392b,7,4.675655279519094,869,0.31,2400.0,52.23,1278.08,102246.76,2028.08,16977543.56,Raft Slab,852.0563361656317
8,664x498,Hard Rock,600,#7f8c8d,60,1.927548627753227,1586,0.37,2400.0,79.19,464.76,37180.64,1214.76,6404299.02,Isolated Pad,309.83866769659335
8,664x498,Hard Rock,600,#7f8c8d,60,3.7749016374446325,1224,0.37,2400.0,61.07,464.76,37180.64,1214.76,6404299.02,Isolated Pad,309.83866769659335
9,614x455,Murum,250,#d35400,25,5.1744667797980926,1455,0.89,7200.0,47.34,4528.04,362243.01,6778.04,59767594.51,Standard Slab,1006.2305898749053
9,614x455,Murum,250,#d35400,25,1.765850410390871,1200,0.89,7200.0,80.78,4528.04,362243.01,6778.04,59767594.51,Standard Slab,1006.2305898749053
9,614x455,Murum,250,#d35400,25,6.56460526311689,1412,0.89,7200.0,33.7,4528.04,362243.01,6778.04,59767594.51,Standard Slab,1006.2305898749053
9,614x455,Hard Rock,600,#7f8c8d,60,6.098411715038181,1339,0.64,7200.0,38.27,2414.95,193196.27,4664.95,32297499.4,Isolated Pad,536.6563145999495
9,614x455,Hard Rock,600,#7f8c8d,60,2.930496719186843,1520,0.64,7200.0,69.35,2414.95,193196.27,4664.95,32297499.4,Isolated Pad,536.6563145999495
9,614x455,Murum,250,#d35400,25,5.427627749297732,1078,0.89,7200.0,44.85,4528.04,362243.01,6778.04,59777944.51,Standard Slab,1006.2305898749053
9,614x455,Murum,250,#d35400,25,1.9586662553223553,880,0.89,7200.0,78.89,4528.04,362243.01,6778.04,59777944.51,Standard Slab,1006.2305898749053
9,614x455,Murum,250,#d35400,25,5.350123280861233,821,0.89,7200.0,45.62,4528.04,362243.01,6778.04,59777944.51,Standard Slab,1006.2305898749053
9,614x455,Hard Rock,600,#7f8c8d,60,3.1890908834782947,855,0.64,7200.0,66.82,2414.95,193196.27,4664.95,32307849.4,Isolated Pad,536.6563145999495
9,614x455,Anomaly Pocket,550,#c0392b,55,5.045120163679489,1350,3.94,7200.0,48.61,2414.95,193196.27,4664.95,32307849.4,Isolated Pad,536.6563145999495
9,614x455,Murum,250,#d35400,25,5.592186422460998,1544,0.89,7200.0,43.24,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
9,614x455,Murum,250,#d35400,25,3.5988339713775392,1511,0.89,7200.0,62.8,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
9,614x455,Murum,250,#d35400,25,3.3702705824900487,1215,0.89,7200.0,65.04,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
9,614x455,Hard Rock,600,#7f8c8d,60,4.09383959540886,1117,0.64,7200.0,57.94,2414.95,193196.27,4664.95,32318199.4,Isolated Pad,536.6563145999495
9,614x455,Hard Rock,600,#7f8c8d,60,6.357205169263065,1030,0.64,7200.0,35.74,2414.95,193196.27,4664.95,32318199.4,Isolated Pad,536.6563145999495
9,614x455,Murum,250,#d35400,25,7.1730120124269945,1261,0.89,7200.0,27.73,4528.04,362243.01,6778.04,59798644.51,Standard Slab,1006.2305898749053
9,614x455,Anomaly Pocket,75,#c0392b,7,6.891107805480864,1521,0.54,7200.0,30.5,6641.12,531289.75,8891.12,87268739.61,Raft Slab,1475.8048651498611
9,614x455,Murum,250,#d35400,25,1.6377451053347565,1501,0.89,7200.0,82.03,4528.04,362243.01,6778.04,59798644.51,Standard Slab,1006.2305898749053
9,614x455,Hard Rock,600,#7f8c8d,60,6.238581420139907,872,0.64,7200.0,36.9,2414.95,193196.27,4664.95,32328549.4,Isolated Pad,536.6563145999495
9,614x455,Hard Rock,600,#7f8c8d,60,5.124938693994622,886,0.64,7200.0,47.82,2414.95,193196.27,4664.95,32328549.4,Isolated Pad,536.6563145999495
9,614x455,Black Cotton,80,#2c3e50,8,5.799902949597931,1531,0.86,7200.0,41.2,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
9,614x455,Black Cotton,80,#2c3e50,8,6.049990892020518,866,0.86,7200.0,38.75,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
9,614x455,Black Cotton,80,#2c3e50,8,7.898165333456277,1150,0.86,7200.0,20.62,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
9,614x455,Hard Rock,600,#7f8c8d,60,4.061315063392683,874,0.64,7200.0,58.26,2414.95,193196.27,4664.95,32338899.4,Isolated Pad,536.6563145999495
9,614x455,Hard Rock,600,#7f8c8d,60,6.632948995260079,1551,0.64,7200.0,33.03,2414.95,193196.27,4664.95,32338899.4,Isolated Pad,536.6563145999495
9,614x455,Black Cotton,80,#2c3e50,8,1.9345503554549057,1229,0.86,7200.0,79.12,6641.12,531289.75,8891.12,87289439.61,Raft Slab,1475.8048651498611
9,614x455,Black Cotton,80,#2c3e50,8,6.144805546911622,824,0.86,7200.0,37.82,6641.12,531289.75,8891.12,87289439.61,Raft Slab,1475.8048651498611
9,614x455,Black Cotton,80,#2c3e50,8,3.0936309932361192,1436,0.86,7200.0,67.75,6641.12,531289.75,8891.12,87289439.61,Raft Slab,1475.8048651498611
9,614x455,Anomaly Pocket,550,#c0392b,55,6.668136683022823,914,3.94,7200.0,32.69,2414.95,193196.27,4664.95,32349249.4,Isolated Pad,536.6563145999495
9,614x455,Anomaly Pocket,75,#c0392b,7,3.90730119375274,1076,0.54,7200.0,59.77,6641.12,531289.75,8891.12,87289439.61,Raft Slab,1475.8048651498611
10,570x618,Murum,250,#d35400,25,2.9484344644701292,1009,0.89,7200.0,69.18,4528.04,362243.01,6778.04,59767594.51,Standard Slab,1006.2305898749053
10,570x618,Murum,250,#d35400,25,5.834517283807647,1387,0.89,7200.0,40.86,4528.04,362243.01,6778.04,59767594.51,Standard Slab,1006.2305898749053
10,570x618,Murum,250,#d35400,25,2.4554833714755926,1369,0.89,7200.0,74.01,4528.04,362243.01,6778.04,59767594.51,Standard Slab,1006.2305898749053
10,570x618,Hard Rock,600,#7f8c8d,60,6.596737730293857,1205,0.64,7200.0,33.39,2414.95,193196.27,4664.95,32297499.4,Isolated Pad,536.6563145999495
10,570x618,Murum,250,#d35400,25,4.124919970139387,876,0.89,7200.0,57.63,4528.04,362243.01,6778.04,59777944.51,Standard Slab,1006.2305898749053
10,570x618,Anomaly Pocket,75,#c0392b,7,4.081887474640748,883,0.54,7200.0,58.06,6641.12,531289.75,8891.12,87248039.61,Raft Slab,1475.8048651498611
10,570x618,Murum,250,#d35400,25,2.419747068687969,1388,0.89,7200.0,74.36,4528.04,362243.01,6778.04,59777944.51,Standard Slab,1006.2305898749053
10,570x618,Anomaly Pocket,550,#c0392b,55,6.79978869833185,1054,3.94,7200.0,31.39,2414.95,193196.27,4664.95,32307849.4,Isolated Pad,536.6563145999495
10,570x618,Murum,250,#d35400,25,1.520223403347357,1359,0.89,7200.0,83.19,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
10,570x618,Murum,250,#d35400,25,7.013746044865533,992,0.89,7200.0,29.3,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
10,570x618,Murum,250,#d35400,25,3.398822744722278,826,0.89,7200.0,64.76,4528.04,362243.01,6778.04,59788294.51,Standard Slab,1006.2305898749053
10,570x618,Hard Rock,600,#7f8c8d,60,7.259967608077,1020,0.64,7200.0,26.88,2414.95,193196.27,4664.95,32318199.4,Isolated Pad,536.6563145999495
10,570x618,Murum,250,#d35400,25,3.720543604875685,985,0.89,7200.0,61.6,4528.04,362243.01,6778.04,59798644.51,Standard Slab,1006.2305898749053
10,570x618,Murum,250,#d35400,25,7.002280422758262,804,0.89,7200.0,29.41,4528.04,362243.01,6778.04,59798644.51,Standard Slab,1006.2305898749053
10,570x618,Anomaly Pocket,75,#c0392b,7,5.712762241867531,1031,0.54,7200.0,42.06,6641.12,531289.75,8891.12,87268739.61,Raft Slab,1475.8048651498611
10,570x618,Hard Rock,600,#7f8c8d,60,7.904093446239124,1558,0.64,7200.0,20.56,2414.95,193196.27,4664.95,32328549.4,Isolated Pad,536.6563145999495
10,570x618,Black Cotton,80,#2c3e50,8,6.783423348097523,1053,0.86,7200.0,31.55,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
10,570x618,Black Cotton,80,#2c3e50,8,2.5212153259733316,883,0.86,7200.0,73.37,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
10,570x618,Black Cotton,80,#2c3e50,8,7.6559847306619115,1532,0.86,7200.0,22.99,6641.12,531289.75,8891.12,87279089.61,Raft Slab,1475.8048651498611
10,570x618,Anomaly Pocket,550,#c0392b,55,4.950765785571058,932,3.94,7200.0,49.53,2414.95,193196.27,4664.95,32338899.4,Isolated Pad,536.6563145999495
10,570x618,Black Cotton,80,#2c3e50,8,6.705216007259118,1585,0.86,7200.0,32.32,6641.12,531289.75,8891.12,87289439.61,Raft Slab,1475.8048651498611
10,570x618,Black Cotton,80,#2c3e50,8,4.287120400642008,1355,0.86,7200.0,56.04,6641.12,531289.75,8891.12,87289439.61,Raft Slab,1475.8048651498611
10,570x618,Black Cotton,80,#2c3e50,8,7.42019824750834,1091,0.86,7200.0,25.31,6641.12,531289.75,8891.12,87289439.61,Raft Slab,1475.8048651498611
10,570x618,Hard Rock,600,#7f8c8d,60,7.662808389212275,827,0.64,7200.0,22.93,2414.95,193196.27,4664.95,32349249.4,Isolated Pad,536.6563145999495
10,570x618,Black Cotton,80,#2c3e50,8,4.224066018114046,1228,0.86,7200.0,56.66,6641.12,531289.75,8891.12,87299789.61,Raft Slab,1475.8048651498611
10,570x618,Black Cotton,80,#2c3e50,8,7.437237312547074,1462,0.86,7200.0,25.14,6641.12,531289.75,8891.12,87299789.61,Raft Slab,1475.8048651498611
10,570x618,Black Cotton,80,#2c3e50,8,1.993362626336722,1467,0.86,7200.0,78.55,6641.12,531289.75,8891.12,87299789.61,Raft Slab,1475.8048651498611
10,570x618,Hard Rock,600,#7f8c8d,60,2.3585978889497836,1589,0.64,7200.0,74.96,2414.95,193196.27,4664.95,32359599.4,Isolated Pad,536.6563145999495
10,570x618,Anomaly Pocket,550,#c0392b,55,7.271650041927733,1550,3.94,7200.0,26.77,2414.95,193196.27,4664.95,32369949.4,Isolated Pad,536.6563145999495
10,570x618,Black Cotton,80,#2c3e50,8,2.1510175566892844,1266,0.86,7200.0,77.0,6641.12,531289.75,8891.12,87310139.61,Raft Slab,1475.8048651498611
10,570x618,Black Cotton,80,#2c3e50,8,4.863371693481239,976,0.86,7200.0,50.39,6641.12,531289.75,8891.12,87310139.61,Raft Slab,1475.8048651498611
10,570x618,Hard Rock,600,#7f8c8d,60,5.03612148211727,929,0.64,7200.0,48.7,2414.95,193196.27,4664.95,32369949.4,Isolated Pad,536.6563145999495
11,552x576,Murum,250,#d35400,25,5.95622133919229,1501,0.71,4480.0,39.67,2222.43,177794.49,3622.43,29454019.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,7.190245366998668,1512,0.71,4480.0,27.56,2222.43,177794.49,3622.43,29454019.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,2.2196459811494735,1057,0.71,4480.0,76.33,2222.43,177794.49,3622.43,29454019.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,6.262224949558632,1486,0.71,4480.0,36.67,2222.43,177794.49,3622.43,29454019.32,Standard Slab,793.7253933193772
11,552x576,Hard Rock,600,#7f8c8d,60,6.797637296537702,1170,0.51,4480.0,31.42,1185.3,94823.73,2585.3,15971270.64,Isolated Pad,423.3202097703345
11,552x576,Murum,250,#d35400,25,2.3790284624163975,1490,0.71,4480.0,74.76,2222.43,177794.49,3622.43,29462989.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,2.323962805751842,1346,0.71,4480.0,75.3,2222.43,177794.49,3622.43,29462989.32,Standard Slab,793.7253933193772
11,552x576,Anomaly Pocket,550,#c0392b,55,3.375878104050929,1189,3.1,4480.0,64.98,1185.3,94823.73,2585.3,15980240.64,Isolated Pad,423.3202097703345
11,552x576,Murum,250,#d35400,25,3.0105843054205663,954,0.71,4480.0,68.57,2222.43,177794.49,3622.43,29462989.32,Standard Slab,793.7253933193772
11,552x576,Hard Rock,600,#7f8c8d,60,6.55780855662634,1562,0.51,4480.0,33.77,1185.3,94823.73,2585.3,15980240.64,Isolated Pad,423.3202097703345
11,552x576,Murum,250,#d35400,25,7.705386241573603,999,0.71,4480.0,22.51,2222.43,177794.49,3622.43,29471959.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,2.6076004427630908,1425,0.71,4480.0,72.52,2222.43,177794.49,3622.43,29471959.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,3.1436616877217753,1439,0.71,4480.0,67.26,2222.43,177794.49,3622.43,29471959.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,3.89437819699445,1104,0.71,4480.0,59.9,2222.43,177794.49,3622.43,29471959.32,Standard Slab,793.7253933193772
11,552x576,Anomaly Pocket,75,#c0392b,7,2.317654716869608,985,0.42,4480.0,75.36,3259.57,260765.25,4659.57,42954708.0,Raft Slab,1164.13057686842
11,552x576,Murum,250,#d35400,25,7.354169763284917,1030,0.71,4480.0,25.96,2222.43,177794.49,3622.43,29480929.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,4.668278090388078,1478,0.71,4480.0,52.3,2222.43,177794.49,3622.43,29480929.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,2.529250873248187,1050,0.71,4480.0,73.29,2222.43,177794.49,3622.43,29480929.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,2.7586235907550343,1505,0.71,4480.0,71.04,2222.43,177794.49,3622.43,29480929.32,Standard Slab,793.7253933193772
11,552x576,Hard Rock,600,#7f8c8d,60,7.146837229875591,1310,0.51,4480.0,27.99,1185.3,94823.73,2585.3,15998180.64,Isolated Pad,423.3202097703345
11,552x576,Murum,250,#d35400,25,7.539321579468629,1159,0.71,4480.0,24.14,2222.43,177794.49,3622.43,29489899.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,2.3721733617557987,1472,0.71,4480.0,74.83,2222.43,177794.49,3622.43,29489899.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,7.839281769282549,974,0.71,4480.0,21.2,2222.43,177794.49,3622.43,29489899.32,Standard Slab,793.7253933193772
11,552x576,Murum,250,#d35400,25,7.824695045915333,882,0.71,4480.0,21.34,2222.43,177794.49,3622.43,29489899.32,Standard Slab,793.7253933193772
11,552x576,Hard Rock,600,#7f8c8d,60,5.129550816032355,1355,0.51,4480.0,47.78,1185.3,94823.73,2585.3,16007150.64,Isolated Pad,423.3202097703345
11,552x576,Black Cotton,80,#2c3e50,8,7.171469885390566,1439,0.68,4480.0,27.75,3259.57,260765.25,4659.57,42981618.0,Raft Slab,1164.13057686842
